Industrial Designation or Common Name,Chemical Formula,100-Year GWP,Year
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
,,,2023
